Method,Recovery@10%
Seq Attr Recovery Mean,0.7547793834766143
Row Attr Recovery Mean,0.7547793834766143
Recursive Attr Recovery Mean,0.7547793834766143
Seq Attr Recovery Std,0.03782017540060817
Row Attr Recovery Std,0.03782017540060817
Recursive Attr Recovery Std,0.03782017540060817
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),2.028574172630906
