Method,Recovery@10%
Seq Attr Recovery Mean,0.1588264339826839
Row Attr Recovery Mean,0.1588264339826839
Recursive Attr Recovery Mean,0.1588264339826839
Seq Attr Recovery Std,0.06581905865774505
Row Attr Recovery Std,0.06581905865774505
Recursive Attr Recovery Std,0.06581905865774505
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),2.3046642272314055
