Method,Recovery@10%
Seq Attr Recovery Mean,0.072722637869377
Row Attr Recovery Mean,0.0729326063429324
Recursive Attr Recovery Mean,0.07088274044795781
Seq Attr Recovery Std,0.06968788165903965
Row Attr Recovery Std,0.06845959520018083
Recursive Attr Recovery Std,0.06853787331755808
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),15.582393170977012
