Method,Recovery@10%
Seq Attr Recovery Mean,0.07901266939582154
Row Attr Recovery Mean,0.0801607966309053
Recursive Attr Recovery Mean,0.07962214144551098
Seq Attr Recovery Std,0.07356679263006466
Row Attr Recovery Std,0.07210481309821978
Recursive Attr Recovery Std,0.07353810099515672
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),15.26524727242533
