Method,Recovery@10%
Seq Attr Recovery Mean,0.22120795689817435
Row Attr Recovery Mean,0.17869094085262557
Recursive Attr Recovery Mean,0.17083538608130996
Seq Attr Recovery Std,0.1347326976251773
Row Attr Recovery Std,0.13575025721388034
Recursive Attr Recovery Std,0.12715591817273975
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),53.19932874676306
